순번,단지명,회사명,"공장대표주소(지번, 도로명 주소)",업종번호,업종명,대표번호,비고
1219,화성정남일반산업단지,(주)판코리아,경기도 화성시 정남면 음양리 854,"26221, 26222, 26223",인쇄회로기판용 적층판 제조업 외 2 종,031-454-8374,
1220,화성정남일반산업단지,(주)패스트,경기도 화성시 정남면 음양리 575번지,29299,그 외 기타 특수목적용 기계 제조업,031-8059-6074,
1221,화성정남일반산업단지,(주)펨빅스 ,경기도 화성시 정남면 음양리 887,"26291, 29271",전자축전기 제조업 외 1 종,031-526-0003,
1222,화성정남일반산업단지,(주)퓨어코스,경기도 화성시 정남면 음양리 237번지,20423,화장품 제조업,02-573-8575,
1223,화성정남일반산업단지,(주)핌스,경기도 화성시 정남면 음양리 259-0,"25924, 29272",절삭가공 및 유사처리업 외 1 종,032-875-7333,
1224,화성정남일반산업단지,(주)한에너지시스템 ,경기도 화성시 정남면 음양리 896-0,29133,"탭, 밸브 및 유사장치 제조업",031-630-5433,
1225,화성정남일반산업단지,(주)해원티앤디 ,경기도 화성시 정남면 음양리 617-2번지,"10741, 10742, 10749, 10799, 10802, 20422, 20423, 22292","플라스틱 적층, 도포 및 기타 표면처리 제품 제조업 외 7 종",031-374-7414,
1226,화성정남일반산업단지,(주)현진테크놀로지,경기도 화성시 정남면 음양리 898-0,"28123, 29299",배전반 및 전기 자동제어반 제조업 외 1 종,031-377-7121,
1227,화성정남일반산업단지,(주)휴텍,경기도 화성시 정남면 음양리 279번지,29299,그 외 기타 특수목적용 기계 제조업,031-377-7393,
1228,화성정남일반산업단지,금륜ENG ,경기도 화성시 정남면 음양리 957,28123,배전반 및 전기 자동제어반 제조업,031-8059-6987,
1229,화성정남일반산업단지,노벨이엔씨(주),경기도 화성시 정남면 음양리 864-0,"27199, 29199",그 외 기타 의료용 기기 제조업 외 1 종,031-267-0346,
1230,화성정남일반산업단지,대동메탈(주),경기도 화성시 정남면 음양리 893,"25112, 25113, 25999",구조용 금속 판제품 및 공작물 제조업 외 2 종,031-377-8544,
1231,화성정남일반산업단지,대산지오텍(주),경기도 화성시 정남면 음양리 258번지,29272,디스플레이 제조용 기계 제조업,031-353-9673,
1232,화성정남일반산업단지,대영써스텍,경기도 화성시 정남면 음양리 580-0,25924,절삭가공 및 유사처리업,031-354-2025,
1233,화성정남일반산업단지,두산에이치투이노베이션(주),경기도 화성시 정남면 음양리 896,29299,그 외 기타 특수목적용 기계 제조업,031-8066-7731,
1234,화성정남일반산업단지,메카플러스(주) ,경기도 화성시 정남면 음양리 946,"22249, 29271",기타 기계.장비 조립용 플라스틱 제품 제조업 외 1 종,031-298-7146,
1235,화성정남일반산업단지,바디솔라헬스케어인더스트리,정남면 음양리 896,"27199, 29199",그 외 기타 일반목적용 기계 제조업 외 1 종,070-8112-1088,
1236,화성정남일반산업단지,성도엔지니어링(주) ,경기도 화성시 정남면 음양리 323-1번지,25924,절삭가공 및 유사처리업,031-366-2245,
1237,화성정남일반산업단지,세웅이앤씨(주),경기도 화성시 정남면 음양리 288번지,28123,배전반 및 전기 자동제어반 제조업,031-378-2651,
1238,화성정남일반산업단지,아오메탈(주),경기도 화성시 정남면 음양리 251번지,25911,분말 야금제품 제조업,031-469-6374,
1239,화성정남일반산업단지,아주테크 ,경기도 화성시 정남면 음양리 895,29223,금속 절삭기계 제조업,031-366-3828,
1240,화성정남일반산업단지,에이치알에스,경기도 화성시 정남면 음양리 894,29280,산업용 로봇 제조업,031-8077-2571,
1241,화성정남일반산업단지,엘앤에스정공(주),경기도 화성시 정남면 음양리 910,29271,반도체 제조용 기계 제조업,031-365-5660,
1242,화성정남일반산업단지,원슈퍼드릴 ,경기도 화성시 정남면 음양리 238번지,25929,그 외 기타 금속가공업,031-377-1555,
1243,화성정남일반산업단지,이노로보틱스(주),경기도 화성시 정남면 음양리,"29271, 29272",반도체 제조용 기계 제조업 외 1 종,031-378-6640,
1244,화성정남일반산업단지,이노로보틱스(주),경기도 화성시 정남면 음양리 916-0,"29271, 29272",반도체 제조용 기계 제조업 외 1 종,031-378-6648,
1245,화성정남일반산업단지,이젠임플란트(주),경기도 화성시 정남면 음양리 948,22232,포장용 플라스틱 성형용기 제조업,031-662-0657,
1246,화성정남일반산업단지,이튼일렉트리컬코리아 유한책임회사,경기도 화성시 정남면 음양리 904,"28123, 28422, 29299",그 외 기타 특수목적용 기계 제조업 외 2 종,031-8015-4693,
1247,화성정남일반산업단지,정택유,경기도 화성시 정남면 음양리 938,"49401, 52915, 52992",주차장 운영업 외 2 종,031-378-5991,
1248,화성정남일반산업단지,주식회사 경기머신툴,경기도 화성시 정남면 음양리 259-0,29223,금속 절삭기계 제조업,031-695-8354,
1249,화성정남일반산업단지,코리아모터펌프(주),경기도 화성시 정남면 음양리 955,"28111, 28114, 28119, 29120, 29131, 29132, 29223",전동기 및 발전기 제조업 외 6 종,031-477-8833,
1250,화성정남일반산업단지,크라운,경기도 화성시 정남면 음양리 925,28909,그 외 기타 전기장비 제조업,,
1251,화성정남일반산업단지,태영 Water Jet ,경기도 화성시 정남면 음양리 870,"22299, 25924",그 외 기타 플라스틱 제품 제조업 외 1 종,031-372-7781,
1252,화성정남일반산업단지,퓨어앤텍(주) ,경기도 화성시 정남면 음양리 629번지,20423,화장품 제조업,031-352-6385,
1253,화성정남일반산업단지,프로텍,경기도 화성시 정남면 음양리 912-0,25941,볼트 및 너트류 제조업,031-354-1982,
1254,화성향남제약일반산업단지,(주)다림티센 ,경기도 화성시 향남읍 상신리 907-5번지,21300,의료용품 및 기타 의약 관련제품 제조업,02-3142-0846,
1255,화성향남제약일반산업단지,명문바이오(주) ,경기도 화성시 향남읍 상신리 901-4번지,"21101, 21210",의약용 화합물 및 항생물질 제조업 외 1 종,031-370-5800,
1256,화성향남제약일반산업단지,(주)가피바이오 ,경기도 화성시 향남읍 상신리 907-2번지,20423,화장품 제조업,031-441-1617,
1257,화성향남제약일반산업단지,(주)다림바이오텍,경기도 화성시 향남읍 상신리 907-5번지,"10797, 20423, 21210, 21300",완제 의약품 제조업 외 3 종,031-353-6091,
1258,화성향남제약일반산업단지,(주)대웅상사,경기도 화성시 향남읍 상신리 906-10번지,27199,그 외 기타 의료용 기기 제조업,02-550-8255,
1259,화성향남제약일반산업단지,(주)대웅이엔지,경기도 화성시 향남읍 상신리 906-10번지,21300,의료용품 및 기타 의약 관련제품 제조업,,
1260,화성향남제약일반산업단지,(주)대웅제약,경기도 화성시 향남읍 상신리 906-10번지,"10797, 21102, 21210",완제 의약품 제조업 외 2 종,031-350-8702,
1261,화성향남제약일반산업단지,(주)동구바이오제약,경기도 화성시 향남읍 상신리 901-3번지,21210,완제 의약품 제조업,031-353-5411,
1262,화성향남제약일반산업단지,(주)리독스바이오,경기도 화성시 향남읍 상신리 907,"21101, 21210, 21300",의료용품 및 기타 의약 관련제품 제조업 외 2 종,031-353-6451,
1263,화성향남제약일반산업단지,(주)메디카코리아,경기도 화성시 향남읍 상신리 904-6번지,21210,완제 의약품 제조업,070-4018-8000,
1264,화성향남제약일반산업단지,(주)비보존제약,경기도 화성시 향남읍 상신리 900-2번지,"10749, 10795, 10796, 10799, 11209, 21210",인삼식품 제조업 외 5 종,031-370-7334,
1265,화성향남제약일반산업단지,(주)소야그린텍,경기도 화성시 향남읍 상신리 900-3번지,"20423, 21300",의료용품 및 기타 의약 관련제품 제조업 외 1 종,031-353-6999,
1266,화성향남제약일반산업단지,(주)시지바이오,경기도 화성시 향남읍 상신리 906-10번지,21300,의료용품 및 기타 의약 관련제품 제조업,031-732-0840,
1267,화성향남제약일반산업단지,(주)알피바이오,경기도 화성시 향남읍 상신리 906-6번지,21210,완제 의약품 제조업,031-353-1361,
1268,화성향남제약일반산업단지,(주)유한크로락스,경기도 화성시 향남읍 상신리 904-4번지,"20321, 20322",화학 살균.살충제 및 농업용 약제 제조업 외 1 종,031-352-8292,
1269,화성향남제약일반산업단지,(주)한국메디콤,경기도 화성시 향남읍 상신리 900-1번지,21300,의료용품 및 기타 의약 관련제품 제조업,031-353-9355,
1270,화성향남제약일반산업단지,(주)한국파마,경기도 화성시 향남읍 상신리 907-8번지,"10792, 10797, 20321, 20322, 20495, 20499, 21210, 21220, 21230",차류 가공업 외 8 종,031-353-7291,
1271,화성향남제약일반산업단지,(주)한국파마,경기도 화성시 향남읍 상신리 907-1번지,68112,비주거용 건물 임대업,031-353-7291,
1272,화성향남제약일반산업단지,(주)화이트생명과학,경기도 화성시 향남읍 상신리 907-1번지,21210,완제 의약품 제조업,031-359-9300,
1273,화성향남제약일반산업단지,대웅바이오(주)제1공장,경기도 화성시 향남읍 상신리 906-5번지,21210,완제 의약품 제조업,031-353-5271,
1274,화성향남제약일반산업단지,대웅바이오(주)제2공장,경기도 화성시 향남읍 상신리 906-3번지,20119,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,031-353-5271,
1275,화성향남제약일반산업단지,대원제약(주),경기도 화성시 향남읍 상신리 903-1번지,21210,완제 의약품 제조업,031-353-4451,
1276,화성향남제약일반산업단지,대한뉴팜(주) ,경기도 화성시 향남읍 상신리 904-3번지,"10801, 10802, 21210, 21230",완제 의약품 제조업 외 3 종,031-353-6141,
1277,화성향남제약일반산업단지,동방에프티엘(주),경기도 화성시 향남읍 상신리 904-5,"20423, 21101, 21102, 21210",의약용 화합물 및 항생물질 제조업 외 3 종,031-354-1114,
1278,화성향남제약일반산업단지,동방에프티엘(주)제2공장,경기도 화성시 향남읍 상신리 907-2번지,"10749, 10795, 10797, 10799, 20423, 21101, 21210",화장품 제조업 외 6 종,031-354-1114,
1279,화성향남제약일반산업단지,명문제약(주),경기도 화성시 향남읍 상신리 901-1번지,"21101, 21210",완제 의약품 제조업 외 1 종,031-350-4004,
1280,화성향남제약일반산업단지,미쓰비시다나베파마코리아(주),경기도 화성시 향남읍 상신리 903-4번지,21210,완제 의약품 제조업,031-353-6671,
1281,화성향남제약일반산업단지,삼성메디코스(주) ,경기도 화성시 향남읍 상신리 905-2번지,"10749, 20423",화장품 제조업 외 1 종,02-3454-1860,
1282,화성향남제약일반산업단지,삼성제약(주),경기도 화성시 향남읍 상신리 905-3,21210,완제 의약품 제조업,031-353-6681,
1283,화성향남제약일반산업단지,삼진제약(주),경기도 화성시 향남읍 상신리 904-2번지,21210,완제 의약품 제조업,031-353-1712,
1284,화성향남제약일반산업단지,삼천당제약(주) ,경기도 화성시 향남읍 상신리 904-1번지,"10799, 21210",그 외 기타 식료품 제조업 외 1 종,031-350-7300,
1285,화성향남제약일반산업단지,안국건강(주),경기도 화성시 향남읍 상신리 903-5 번지,"10792, 10796, 10797",차류 가공업 외 2 종,02-834-5182,
1286,화성향남제약일반산업단지,안국약품(주),경기도 화성시 향남읍 상신리 903-2번지,"21101, 21210",의약용 화합물 및 항생물질 제조업 외 1 종,031-353-1501,
1287,화성향남제약일반산업단지,알보젠코리아(주),경기도 화성시 향남읍 상신리 902-3번지,21210,완제 의약품 제조업,031-678-9405,
1288,화성향남제약일반산업단지,에리슨제약(주),경기도 화성시 향남읍 상신리 907-7번지,21210,완제 의약품 제조업,031-8059-4706,
1289,화성향남제약일반산업단지,에이치엘비제약 향남공장,경기도 화성시 향남읍 상신리 905-1번지,21210,완제 의약품 제조업,031-630-4001,
1290,화성향남제약일반산업단지,케이에스팩 주식회사,경기도 화성시 향남읍 상신리 902번지,"20423, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,031-8059-5236,
1291,화성향남제약일반산업단지,케이에스팩 주식회사 ,경기도 화성시 향남읍 상신리 902-1,"20423, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,031-8059-5206,
1292,화성향남제약일반산업단지,코스맥스(주) 제1공장,경기도 화성시 향남읍 상신리 902-1,"20422, 20423, 20493, 20495, 20499, 21210, 68112",화장품 제조업 외 6 종,031-353-6070,
1293,화성향남제약일반산업단지,코스맥스(주)제2공장,경기도 화성시 향남읍 상신리 902번지,"20422, 20423, 20493, 20495, 20499, 21210",화장품 제조업 외 5 종,031-5182-0179,
1294,화성향남제약일반산업단지,태극제약(주) 화성지점,경기도 화성시 향남읍 상신리 907-4번지,21210,완제 의약품 제조업,031-353-5530,
